Id,Id2,Geography,Estimate; Total,Margin of Error; Total
0500000US19065,19065,"Fayette County, Iowa",20766,*****
0500000US19087,19087,"Henry County, Iowa",20206,*****
0500000US19097,19097,"Jackson County, Iowa",19671,*****
0500000US19099,19099,"Jasper County, Iowa",36621,*****
0500000US19103,19103,"Johnson County, Iowa",136353,*****
0500000US19105,19105,"Jones County, Iowa",20645,*****
0500000US19111,19111,"Lee County, Iowa",35654,*****
0500000US19113,19113,"Linn County, Iowa",215096,*****
0500000US19123,19123,"Mahaska County, Iowa",22460,*****
0500000US19125,19125,"Marion County, Iowa",33292,*****
0500000US19127,19127,"Marshall County, Iowa",41013,*****
0500000US19139,19139,"Muscatine County, Iowa",42819,*****
0500000US19149,19149,"Plymouth County, Iowa",24915,*****
0500000US19153,19153,"Polk County, Iowa",444498,*****
0500000US19155,19155,"Pottawattamie County, Iowa",93006,*****
0500000US19163,19163,"Scott County, Iowa",168685,*****
0500000US19167,19167,"Sioux County, Iowa",34315,*****
0500000US19169,19169,"Story County, Iowa",91623,*****
0500000US19179,19179,"Wapello County, Iowa",35405,*****
0500000US19181,19181,"Warren County, Iowa",46971,*****
0500000US19183,19183,"Washington County, Iowa",21928,*****
0500000US19187,19187,"Webster County, Iowa",37317,*****
0500000US19191,19191,"Winneshiek County, Iowa",21032,*****
0500000US19193,19193,"Woodbury County, Iowa",102284,*****
0500000US20009,20009,"Barton County, Kansas",27598,*****
0500000US20015,20015,"Butler County, Kansas",65798,*****
0500000US20021,20021,"Cherokee County, Kansas",21194,*****
0500000US20035,20035,"Cowley County, Kansas",36221,*****
0500000US20037,20037,"Crawford County, Kansas",39250,*****
0500000US20045,20045,"Douglas County, Kansas",113246,*****
0500000US20051,20051,"Ellis County, Kansas",28977,*****
0500000US20055,20055,"Finney County, Kansas",37119,*****
0500000US20057,20057,"Ford County, Kansas",34624,*****
0500000US20059,20059,"Franklin County, Kansas",25824,*****
0500000US20061,20061,"Geary County, Kansas",37025,*****
0500000US20079,20079,"Harvey County, Kansas",34761,*****
0500000US20091,20091,"Johnson County, Kansas",559881,*****
0500000US20099,20099,"Labette County, Kansas",21179,*****
0500000US20103,20103,"Leavenworth County, Kansas",77668,*****
0500000US20111,20111,"Lyon County, Kansas",33570,*****
0500000US20113,20113,"McPherson County, Kansas",29374,*****
0500000US20121,20121,"Miami County, Kansas",32701,*****
0500000US20125,20125,"Montgomery County, Kansas",34464,*****
0500000US20149,20149,"Pottawatomie County, Kansas",22368,*****
0500000US20155,20155,"Reno County, Kansas",64278,*****
0500000US20161,20161,"Riley County, Kansas",74893,*****
0500000US20169,20169,"Saline County, Kansas",55751,*****
0500000US20173,20173,"Sedgwick County, Kansas",503189,*****
0500000US20175,20175,"Seward County, Kansas",23334,*****
0500000US20177,20177,"Shawnee County, Kansas",178942,*****
0500000US20191,20191,"Sumner County, Kansas",23716,*****
0500000US20209,20209,"Wyandotte County, Kansas",159183,*****
0500000US21003,21003,"Allen County, Kentucky",20254,*****
0500000US21005,21005,"Anderson County, Kentucky",21698,*****
0500000US21009,21009,"Barren County, Kentucky",42723,*****
0500000US21013,21013,"Bell County, Kentucky",28226,*****
0500000US21015,21015,"Boone County, Kentucky",123103,*****
0500000US21019,21019,"Boyd County, Kentucky",49175,*****
0500000US21021,21021,"Boyle County, Kentucky",28872,*****
0500000US21027,21027,"Breckinridge County, Kentucky",20087,*****
0500000US21029,21029,"Bullitt County, Kentucky",76004,*****
0500000US21035,21035,"Calloway County, Kentucky",37589,*****
0500000US21037,21037,"Campbell County, Kentucky",90939,*****
0500000US21043,21043,"Carter County, Kentucky",27316,*****
0500000US21047,21047,"Christian County, Kentucky",74411,*****
0500000US21049,21049,"Clark County, Kentucky",35608,*****
0500000US21051,21051,"Clay County, Kentucky",21509,*****
0500000US21059,21059,"Daviess County, Kentucky",97723,*****
0500000US21067,21067,"Fayette County, Kentucky",304998,*****
0500000US21071,21071,"Floyd County, Kentucky",39221,*****
0500000US21073,21073,"Franklin County, Kentucky",49482,*****
0500000US21081,21081,"Grant County, Kentucky",24679,*****
0500000US21083,21083,"Graves County, Kentucky",37503,*****
0500000US21085,21085,"Grayson County, Kentucky",25918,*****
0500000US21089,21089,"Greenup County, Kentucky",36715,*****
0500000US21093,21093,"Hardin County, Kentucky",107602,*****
0500000US21095,21095,"Harlan County, Kentucky",28763,*****
0500000US21101,21101,"Henderson County, Kentucky",46402,*****
0500000US21107,21107,"Hopkins County, Kentucky",46749,*****
0500000US21111,21111,"Jefferson County, Kentucky",751312,*****
0500000US21113,21113,"Jessamine County, Kentucky",49571,*****
0500000US21115,21115,"Johnson County, Kentucky",23426,*****
0500000US21117,21117,"Kenton County, Kentucky",161685,*****
0500000US21121,21121,"Knox County, Kentucky",31851,*****
0500000US21125,21125,"Laurel County, Kentucky",59456,*****
0500000US21133,21133,"Letcher County, Kentucky",24025,*****
0500000US21137,21137,"Lincoln County, Kentucky",24492,*****
0500000US21141,21141,"Logan County, Kentucky",26794,*****
0500000US21145,21145,"McCracken County, Kentucky",65611,*****
0500000US21151,21151,"Madison County, Kentucky",84817,*****
0500000US21155,21155,"Marion County, Kentucky",20044,*****
0500000US21157,21157,"Marshall County, Kentucky",31204,*****
0500000US21163,21163,"Meade County, Kentucky",29345,*****
0500000US21167,21167,"Mercer County, Kentucky",21313,*****
0500000US21173,21173,"Montgomery County, Kentucky",26957,*****
0500000US21177,21177,"Muhlenberg County, Kentucky",31329,*****
0500000US21179,21179,"Nelson County, Kentucky",44314,*****
0500000US21183,21183,"Ohio County, Kentucky",24015,*****
0500000US21185,21185,"Oldham County, Kentucky",61507,*****
0500000US21193,21193,"Perry County, Kentucky",28341,*****
0500000US21195,21195,"Pike County, Kentucky",64042,*****
0500000US21199,21199,"Pulaski County, Kentucky",63648,*****
0500000US21205,21205,"Rowan County, Kentucky",23483,*****
0500000US21209,21209,"Scott County, Kentucky",48989,*****
0500000US21211,21211,"Shelby County, Kentucky",43568,*****
0500000US21217,21217,"Taylor County, Kentucky",24668,*****
0500000US21227,21227,"Warren County, Kentucky",116890,*****
0500000US21231,21231,"Wayne County, Kentucky",20783,*****
0500000US21235,21235,"Whitley County, Kentucky",35637,*****
0500000US21239,21239,"Woodford County, Kentucky",25080,*****
0500000US22001,22001,"Acadia Parish, Louisiana",61975,*****
0500000US22003,22003,"Allen Parish, Louisiana",25590,*****
0500000US22005,22005,"Ascension Parish, Louisiana",112187,*****
0500000US22007,22007,"Assumption Parish, Louisiana",23160,*****
0500000US22009,22009,"Avoyelles Parish, Louisiana",41563,*****
0500000US22011,22011,"Beauregard Parish, Louisiana",36159,*****
0500000US22015,22015,"Bossier Parish, Louisiana",122319,*****
0500000US22017,22017,"Caddo Parish, Louisiana",256294,*****
0500000US22019,22019,"Calcasieu Parish, Louisiana",194437,*****
0500000US22029,22029,"Concordia Parish, Louisiana",20566,*****
0500000US22031,22031,"De Soto Parish, Louisiana",26973,*****
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",443675,*****
0500000US22037,22037,"East Feliciana Parish, Louisiana",19963,*****
0500000US22039,22039,"Evangeline Parish, Louisiana",33642,*****
0500000US22041,22041,"Franklin Parish, Louisiana",20660,*****
0500000US22043,22043,"Grant Parish, Louisiana",22058,*****
0500000US22045,22045,"Iberia Parish, Louisiana",73705,*****
0500000US22047,22047,"Iberville Parish, Louisiana",33341,*****
0500000US22051,22051,"Jefferson Parish, Louisiana",434246,*****
0500000US22053,22053,"Jefferson Davis Parish, Louisiana",31440,*****
0500000US22055,22055,"Lafayette Parish, Louisiana",227326,*****
0500000US22057,22057,"Lafourche Parish, Louisiana",97008,*****
0500000US22061,22061,"Lincoln Parish, Louisiana",47172,*****
0500000US22063,22063,"Livingston Parish, Louisiana",132025,*****
0500000US22067,22067,"Morehouse Parish, Louisiana",27326,*****
0500000US22069,22069,"Natchitoches Parish, Louisiana",39359,*****
0500000US22071,22071,"Orleans Parish, Louisiana",369765,*****
0500000US22073,22073,"Ouachita Parish, Louisiana",155394,*****
0500000US22075,22075,"Plaquemines Parish, Louisiana",23690,*****
0500000US22077,22077,"Pointe Coupee Parish, Louisiana",22691,*****
0500000US22079,22079,"Rapides Parish, Louisiana",132432,*****
0500000US22083,22083,"Richland Parish, Louisiana",20887,*****
0500000US22085,22085,"Sabine Parish, Louisiana",24330,*****
0500000US22087,22087,"St. Bernard Parish, Louisiana",41524,*****
0500000US22089,22089,"St. Charles Parish, Louisiana",52520,*****
0500000US22093,22093,"St. James Parish, Louisiana",21773,*****
0500000US22095,22095,"St. John the Baptist Parish, Louisiana",44559,*****
0500000US22097,22097,"St. Landry Parish, Louisiana",83447,*****
0500000US22099,22099,"St. Martin Parish, Louisiana",52834,*****
0500000US22101,22101,"St. Mary Parish, Louisiana",53754,*****
0500000US22103,22103,"St. Tammany Parish, Louisiana",239452,*****
0500000US22105,22105,"Tangipahoa Parish, Louisiana",123918,*****
0500000US22109,22109,"Terrebonne Parish, Louisiana",112031,*****
0500000US22111,22111,"Union Parish, Louisiana",22501,*****
0500000US22113,22113,"Vermilion Parish, Louisiana",58730,*****
0500000US22115,22115,"Vernon Parish, Louisiana",52968,*****
0500000US22117,22117,"Washington Parish, Louisiana",46764,*****
0500000US22119,22119,"Webster Parish, Louisiana",40950,*****
0500000US22121,22121,"West Baton Rouge Parish, Louisiana",24253,*****
0500000US23001,23001,"Androscoggin County, Maine",107556,*****
0500000US23003,23003,"Aroostook County, Maine",70728,*****
0500000US23005,23005,"Cumberland County, Maine",283955,*****
0500000US23007,23007,"Franklin County, Maine",30605,*****
0500000US23009,23009,"Hancock County, Maine",54647,*****
0500000US23011,23011,"Kennebec County, Maine",121548,*****
0500000US23013,23013,"Knox County, Maine",39613,*****
0500000US23015,23015,"Lincoln County, Maine",34160,*****
0500000US23017,23017,"Oxford County, Maine",57527,*****
0500000US23019,23019,"Penobscot County, Maine",153550,*****
0500000US23023,23023,"Sagadahoc County, Maine",35061,*****
0500000US23025,23025,"Somerset County, Maine",51796,*****
0500000US23027,23027,"Waldo County, Maine",38863,*****
0500000US23029,23029,"Washington County, Maine",32458,*****
0500000US23031,23031,"York County, Maine",198904,*****
0500000US24001,24001,"Allegany County, Maryland",73962,*****
0500000US24003,24003,"Anne Arundel County, Maryland",550181,*****
0500000US24005,24005,"Baltimore County, Maryland",817791,*****
0500000US24009,24009,"Calvert County, Maryland",89825,*****
0500000US24011,24011,"Caroline County, Maryland",32757,*****
0500000US24013,24013,"Carroll County, Maryland",167348,*****
0500000US24015,24015,"Cecil County, Maryland",101733,*****
0500000US24017,24017,"Charles County, Maryland",150956,*****
0500000US24019,24019,"Dorchester County, Maryland",32645,*****
0500000US24021,24021,"Frederick County, Maryland",239407,*****
0500000US24023,24023,"Garrett County, Maryland",29946,*****
0500000US24025,24025,"Harford County, Maryland",248145,*****
0500000US24027,24027,"Howard County, Maryland",299188,*****
0500000US24029,24029,"Kent County, Maryland",20102,*****
0500000US24031,24031,"Montgomery County, Maryland",1004242,*****
0500000US24033,24033,"Prince George's County, Maryland",881876,*****
0500000US24035,24035,"Queen Anne's County, Maryland",48476,*****
0500000US24037,24037,"St. Mary's County, Maryland",108794,*****
0500000US24039,24039,"Somerset County, Maryland",26274,*****
0500000US24041,24041,"Talbot County, Maryland",37979,*****
0500000US24043,24043,"Washington County, Maryland",149159,*****
0500000US24045,24045,"Wicomico County, Maryland",100481,*****
0500000US24047,24047,"Worcester County, Maryland",51537,*****
0500000US24510,24510,"Baltimore city, Maryland",621836,*****
0500000US25001,25001,"Barnstable County, Massachusetts",215112,*****
0500000US25003,25003,"Berkshire County, Massachusetts",130069,*****
0500000US25005,25005,"Bristol County, Massachusetts",550965,*****
0500000US25009,25009,"Essex County, Massachusetts",756508,*****
0500000US25011,25011,"Franklin County, Massachusetts",71450,*****
0500000US25013,25013,"Hampden County, Massachusetts",466313,*****
0500000US25015,25015,"Hampshire County, Massachusetts",159744,*****
0500000US25017,25017,"Middlesex County, Massachusetts",1537150,*****
0500000US25021,25021,"Norfolk County, Massachusetts",682501,*****
0500000US25023,25023,"Plymouth County, Massachusetts",499449,*****
0500000US25025,25025,"Suffolk County, Massachusetts",745716,*****
0500000US25027,25027,"Worcester County, Massachusetts",805989,*****
0500000US26005,26005,"Allegan County, Michigan",111987,*****
0500000US26007,26007,"Alpena County, Michigan",29231,*****
0500000US26009,26009,"Antrim County, Michigan",23402,*****
0500000US26015,26015,"Barry County, Michigan",59018,*****
0500000US26017,26017,"Bay County, Michigan",106984,*****
0500000US26021,26021,"Berrien County, Michigan",155871,*****
0500000US26023,26023,"Branch County, Michigan",43812,*****
0500000US26025,26025,"Calhoun County, Michigan",135120,*****
0500000US26027,26027,"Cass County, Michigan",52167,*****
0500000US26029,26029,"Charlevoix County, Michigan",26058,*****
0500000US26031,26031,"Cheboygan County, Michigan",25837,*****
0500000US26033,26033,"Chippewa County, Michigan",38729,*****
0500000US26035,26035,"Clare County, Michigan",30755,*****
0500000US26037,26037,"Clinton County, Michigan",76263,*****
0500000US26041,26041,"Delta County, Michigan",36905,*****
0500000US26043,26043,"Dickinson County, Michigan",26163,*****
0500000US26045,26045,"Eaton County, Michigan",108107,*****
0500000US26047,26047,"Emmet County, Michigan",32955,*****
0500000US26049,26049,"Genesee County, Michigan",418306,*****
0500000US26051,26051,"Gladwin County, Michigan",25620,*****
0500000US26055,26055,"Grand Traverse County, Michigan",89048,*****
0500000US26057,26057,"Gratiot County, Michigan",42014,*****
0500000US26059,26059,"Hillsdale County, Michigan",46327,*****
0500000US26061,26061,"Houghton County, Michigan",36462,*****
0500000US26063,26063,"Huron County, Michigan",32468,*****
0500000US26065,26065,"Ingham County, Michigan",281972,*****
0500000US26067,26067,"Ionia County, Michigan",63944,*****
0500000US26069,26069,"Iosco County, Michigan",25442,*****
0500000US26073,26073,"Isabella County, Michigan",70554,*****
0500000US26075,26075,"Jackson County, Michigan",160122,*****
0500000US26077,26077,"Kalamazoo County, Michigan",254678,*****
0500000US26081,26081,"Kent County, Michigan",614495,*****
0500000US26087,26087,"Lapeer County, Michigan",88226,*****
0500000US26089,26089,"Leelanau County, Michigan",21669,*****
0500000US26091,26091,"Lenawee County, Michigan",99211,*****
0500000US26093,26093,"Livingston County, Michigan",183309,*****
0500000US26099,26099,"Macomb County, Michigan",848455,*****
0500000US26101,26101,"Manistee County, Michigan",24589,*****
0500000US26103,26103,"Marquette County, Michigan",67643,*****
0500000US26105,26105,"Mason County, Michigan",28621,*****
0500000US26107,26107,"Mecosta County, Michigan",43198,*****
0500000US26109,26109,"Menominee County, Michigan",23830,*****
0500000US26111,26111,"Midland County, Michigan",83971,*****
0500000US26115,26115,"Monroe County, Michigan",150944,*****
0500000US26117,26117,"Montcalm County, Michigan",63137,*****
0500000US26121,26121,"Muskegon County, Michigan",170362,*****
0500000US26123,26123,"Newaygo County, Michigan",48123,*****
0500000US26125,26125,"Oakland County, Michigan",1221103,*****
0500000US26127,26127,"Oceana County, Michigan",26327,*****
0500000US26129,26129,"Ogemaw County, Michigan",21397,*****
0500000US26133,26133,"Osceola County, Michigan",23329,*****
0500000US26137,26137,"Otsego County, Michigan",24097,*****
0500000US26139,26139,"Ottawa County, Michigan",269384,*****
0500000US26143,26143,"Roscommon County, Michigan",24154,*****
0500000US26145,26145,"Saginaw County, Michigan",197832,*****
0500000US26147,26147,"St. Clair County, Michigan",160878,*****
0500000US26149,26149,"St. Joseph County, Michigan",60958,*****
0500000US26151,26151,"Sanilac County, Michigan",42272,*****
0500000US26155,26155,"Shiawassee County, Michigan",69400,*****
0500000US26157,26157,"Tuscola County, Michigan",54760,*****
0500000US26159,26159,"Van Buren County, Michigan",75582,*****
0500000US26161,26161,"Washtenaw County, Michigan",351345,*****
0500000US26163,26163,"Wayne County, Michigan",1789819,*****
0500000US26165,26165,"Wexford County, Michigan",32677,*****
0500000US27003,27003,"Anoka County, Minnesota",336345,*****
0500000US27005,27005,"Becker County, Minnesota",33019,*****
0500000US27007,27007,"Beltrami County, Minnesota",45431,*****
0500000US27009,27009,"Benton County, Minnesota",38968,*****
0500000US27013,27013,"Blue Earth County, Minnesota",64962,*****
0500000US27015,27015,"Brown County, Minnesota",25484,*****
0500000US27017,27017,"Carlton County, Minnesota",35437,*****
0500000US27019,27019,"Carver County, Minnesota",94088,*****
0500000US27021,27021,"Cass County, Minnesota",28434,*****
0500000US27025,27025,"Chisago County, Minnesota",53665,*****
0500000US27027,27027,"Clay County, Minnesota",60236,*****
0500000US27035,27035,"Crow Wing County, Minnesota",62934,*****
0500000US27037,27037,"Dakota County, Minnesota",405158,*****
0500000US27039,27039,"Dodge County, Minnesota",20245,*****
0500000US27041,27041,"Douglas County, Minnesota",36413,*****
0500000US27045,27045,"Fillmore County, Minnesota",20863,*****
0500000US27047,27047,"Freeborn County, Minnesota",31041,*****
0500000US27049,27049,"Goodhue County, Minnesota",46360,*****
0500000US27053,27053,"Hennepin County, Minnesota",1184060,*****
0500000US27057,27057,"Hubbard County, Minnesota",20466,*****
0500000US27059,27059,"Isanti County, Minnesota",38235,*****
0500000US27061,27061,"Itasca County, Minnesota",45333,*****
0500000US27067,27067,"Kandiyohi County, Minnesota",42342,*****
0500000US27079,27079,"Le Sueur County, Minnesota",27786,*****
0500000US27083,27083,"Lyon County, Minnesota",25632,*****
0500000US27085,27085,"McLeod County, Minnesota",36111,*****
0500000US27091,27091,"Martin County, Minnesota",20518,*****
0500000US27093,27093,"Meeker County, Minnesota",23127,*****
0500000US27095,27095,"Mille Lacs County, Minnesota",25811,*****
0500000US27097,27097,"Morrison County, Minnesota",33068,*****
0500000US27099,27099,"Mower County, Minnesota",39339,*****
0500000US27103,27103,"Nicollet County, Minnesota",32987,*****
0500000US27105,27105,"Nobles County, Minnesota",21581,*****
0500000US27109,27109,"Olmsted County, Minnesota",147436,*****
0500000US27111,27111,"Otter Tail County, Minnesota",57417,*****
0500000US27115,27115,"Pine County, Minnesota",29292,*****
0500000US27119,27119,"Polk County, Minnesota",31511,*****
0500000US27123,27123,"Ramsey County, Minnesota",520903,*****
0500000US27131,27131,"Rice County, Minnesota",64928,*****
0500000US27137,27137,"St. Louis County, Minnesota",200420,*****
0500000US27139,27139,"Scott County, Minnesota",134952,*****
0500000US27141,27141,"Sherburne County, Minnesota",89644,*****
0500000US27145,27145,"Stearns County, Minnesota",151622,*****
0500000US27147,27147,"Steele County, Minnesota",36455,*****
0500000US27153,27153,"Todd County, Minnesota",24586,*****
0500000US27157,27157,"Wabasha County, Minnesota",21453,*****
0500000US27163,27163,"Washington County, Minnesota",243992,*****
0500000US27169,27169,"Winona County, Minnesota",51277,*****
0500000US27171,27171,"Wright County, Minnesota",127422,*****
0500000US28001,28001,"Adams County, Mississippi",32215,*****
0500000US28003,28003,"Alcorn County, Mississippi",37272,*****
0500000US28011,28011,"Bolivar County, Mississippi",33988,*****
0500000US28025,28025,"Clay County, Mississippi",20444,*****
0500000US28027,28027,"Coahoma County, Mississippi",25570,*****
0500000US28029,28029,"Copiah County, Mississippi",29040,*****
0500000US28031,28031,"Covington County, Mississippi",19496,*****
0500000US28033,28033,"DeSoto County, Mississippi",166132,*****
0500000US28035,28035,"Forrest County, Mississippi",76670,*****
0500000US28039,28039,"George County, Mississippi",22950,*****
0500000US28043,28043,"Grenada County, Mississippi",21608,*****
0500000US28045,28045,"Hancock County, Mississippi",45165,*****
0500000US28047,28047,"Harrison County, Mississippi",193684,*****
0500000US28049,28049,"Hinds County, Mississippi",247117,*****
0500000US28057,28057,"Itawamba County, Mississippi",23369,*****
0500000US28059,28059,"Jackson County, Mississippi",140231,*****
0500000US28067,28067,"Jones County, Mississippi",68514,*****
0500000US28071,28071,"Lafayette County, Mississippi",50093,*****
0500000US28073,28073,"Lamar County, Mississippi",57860,*****
0500000US28075,28075,"Lauderdale County, Mississippi",80361,*****
0500000US28079,28079,"Leake County, Mississippi",23340,*****
0500000US28081,28081,"Lee County, Mississippi",84800,*****
0500000US28083,28083,"Leflore County, Mississippi",31707,*****
0500000US28085,28085,"Lincoln County, Mississippi",34863,*****
0500000US28087,28087,"Lowndes County, Mississippi",59749,*****
0500000US28089,28089,"Madison County, Mississippi",98696,*****
0500000US28091,28091,"Marion County, Mississippi",26443,*****
0500000US28093,28093,"Marshall County, Mississippi",36602,*****
0500000US28095,28095,"Monroe County, Mississippi",36370,*****
0500000US28099,28099,"Neshoba County, Mississippi",29639,*****
0500000US28101,28101,"Newton County, Mississippi",21585,*****
0500000US28105,28105,"Oktibbeha County, Mississippi",48633,*****
0500000US28107,28107,"Panola County, Mississippi",34450,*****
0500000US28109,28109,"Pearl River County, Mississippi",55319,*****
0500000US28113,28113,"Pike County, Mississippi",40189,*****
0500000US28115,28115,"Pontotoc County, Mississippi",30430,*****
0500000US28117,28117,"Prentiss County, Mississippi",25335,*****
0500000US28121,28121,"Rankin County, Mississippi",145200,*****
0500000US28123,28123,"Scott County, Mississippi",28286,*****
0500000US28127,28127,"Simpson County, Mississippi",27394,*****
0500000US28133,28133,"Sunflower County, Mississippi",28337,*****
0500000US28137,28137,"Tate County, Mississippi",28540,*****
0500000US28139,28139,"Tippah County, Mississippi",22013,*****
0500000US28145,28145,"Union County, Mississippi",27488,*****
0500000US28149,28149,"Warren County, Mississippi",48193,*****
0500000US28151,28151,"Washington County, Mississippi",50077,*****
0500000US28153,28153,"Wayne County, Mississippi",20614,*****
0500000US28163,28163,"Yazoo County, Mississippi",28107,*****
0500000US29001,29001,"Adair County, Missouri",25560,*****
0500000US29007,29007,"Audrain County, Missouri",25610,*****
0500000US29009,29009,"Barry County, Missouri",35557,*****
0500000US29019,29019,"Boone County, Missouri",168383,*****
0500000US29021,29021,"Buchanan County, Missouri",89603,*****
0500000US29023,29023,"Butler County, Missouri",43079,*****
0500000US29027,29027,"Callaway County, Missouri",44336,*****
0500000US29029,29029,"Camden County, Missouri",43773,*****
0500000US29031,29031,"Cape Girardeau County, Missouri",76941,*****
0500000US29037,29037,"Cass County, Missouri",100281,*****
0500000US29043,29043,"Christian County, Missouri",79805,*****
0500000US29047,29047,"Clay County, Missouri",227741,*****
0500000US29049,29049,"Clinton County, Missouri",20594,*****
0500000US29051,29051,"Cole County, Missouri",76535,*****
0500000US29055,29055,"Crawford County, Missouri",24715,*****
0500000US29069,29069,"Dunklin County, Missouri",31884,*****
0500000US29071,29071,"Franklin County, Missouri",101629,*****
0500000US29077,29077,"Greene County, Missouri",280591,*****
0500000US29083,29083,"Henry County, Missouri",22133,*****
0500000US29091,29091,"Howell County, Missouri",40588,*****
0500000US29095,29095,"Jackson County, Missouri",677502,*****
0500000US29097,29097,"Jasper County, Missouri",116594,*****
0500000US29099,29099,"Jefferson County, Missouri",220443,*****
0500000US29101,29101,"Johnson County, Missouri",54177,*****
0500000US29105,29105,"Laclede County, Missouri",35555,*****
0500000US29107,29107,"Lafayette County, Missouri",33094,*****
0500000US29109,29109,"Lawrence County, Missouri",38402,*****
0500000US29113,29113,"Lincoln County, Missouri",53435,*****
0500000US29119,29119,"McDonald County, Missouri",22772,*****
0500000US29127,29127,"Marion County, Missouri",28834,*****
0500000US29131,29131,"Miller County, Missouri",24920,*****
0500000US29141,29141,"Morgan County, Missouri",20274,*****
0500000US29145,29145,"Newton County, Missouri",58897,*****
0500000US29147,29147,"Nodaway County, Missouri",23371,*****
0500000US29159,29159,"Pettis County, Missouri",42192,*****
0500000US29161,29161,"Phelps County, Missouri",45000,*****
0500000US29165,29165,"Platte County, Missouri",92089,*****
0500000US29167,29167,"Polk County, Missouri",31064,*****
0500000US29169,29169,"Pulaski County, Missouri",53489,*****
0500000US29175,29175,"Randolph County, Missouri",25153,*****
0500000US29177,29177,"Ray County, Missouri",23144,*****
0500000US29183,29183,"St. Charles County, Missouri",368984,*****
0500000US29187,29187,"St. Francois County, Missouri",65881,*****
0500000US29189,29189,"St. Louis County, Missouri",1000363,*****
0500000US29195,29195,"Saline County, Missouri",23333,*****
0500000US29201,29201,"Scott County, Missouri",39215,*****
0500000US29207,29207,"Stoddard County, Missouri",29823,*****
0500000US29209,29209,"Stone County, Missouri",31607,*****
0500000US29213,29213,"Taney County, Missouri",53114,*****
0500000US29215,29215,"Texas County, Missouri",25778,*****
0500000US29217,29217,"Vernon County, Missouri",20911,*****
0500000US29219,29219,"Warren County, Missouri",32812,*****
0500000US29221,29221,"Washington County, Missouri",25131,*****
0500000US29225,29225,"Webster County, Missouri",36363,*****
0500000US29510,29510,"St. Louis city, Missouri",318892,*****
0500000US30013,30013,"Cascade County, Montana",81975,*****
0500000US30029,30029,"Flathead County, Montana",91960,*****
0500000US30031,30031,"Gallatin County, Montana",92907,*****
0500000US30047,30047,"Lake County, Montana",29024,*****
0500000US30049,30049,"Lewis and Clark County, Montana",64819,*****
0500000US30063,30063,"Missoula County, Montana",111024,*****
0500000US30081,30081,"Ravalli County, Montana",40612,*****
0500000US30093,30093,"Silver Bow County, Montana",34457,*****
0500000US30111,30111,"Yellowstone County, Montana",151974,*****
0500000US31001,31001,"Adams County, Nebraska",31405,*****
0500000US31019,31019,"Buffalo County, Nebraska",47428,*****
0500000US31025,31025,"Cass County, Nebraska",25247,*****
0500000US31043,31043,"Dakota County, Nebraska",20882,*****
0500000US31047,31047,"Dawson County, Nebraska",24237,*****
0500000US31053,31053,"Dodge County, Nebraska",36690,*****
0500000US31055,31055,"Douglas County, Nebraska",531000,*****
0500000US31067,31067,"Gage County, Nebraska",21873,*****
0500000US31079,31079,"Hall County, Nebraska",60140,*****
0500000US31109,31109,"Lancaster County, Nebraska",293380,*****
0500000US31111,31111,"Lincoln County, Nebraska",36031,*****
0500000US31119,31119,"Madison County, Nebraska",35138,*****
0500000US31141,31141,"Platte County, Nebraska",32489,*****
0500000US31153,31153,"Sarpy County, Nebraska",165919,*****
0500000US31155,31155,"Saunders County, Nebraska",20874,*****
0500000US31157,31157,"Scotts Bluff County, Nebraska",36892,*****
0500000US31177,31177,"Washington County, Nebraska",20258,*****
0500000US32001,32001,"Churchill County, Nevada",24333,*****
0500000US32003,32003,"Clark County, Nevada",1997371,*****
0500000US32005,32005,"Douglas County, Nevada",47057,*****
0500000US32007,32007,"Elko County, Nevada",50904,*****
0500000US32019,32019,"Lyon County, Nevada",51450,*****
0500000US32023,32023,"Nye County, Nevada",42842,*****
0500000US32031,32031,"Washoe County, Nevada",429241,*****
0500000US32510,32510,"Carson City, Nevada",54481,*****
0500000US33001,33001,"Belknap County, New Hampshire",60268,*****
0500000US33003,33003,"Carroll County, New Hampshire",47634,*****
0500000US33005,33005,"Cheshire County, New Hampshire",76723,*****
0500000US33007,33007,"Coos County, New Hampshire",32141,*****
0500000US33009,33009,"Grafton County, New Hampshire",89268,*****
0500000US33011,33011,"Hillsborough County, New Hampshire",402979,*****
0500000US33013,33013,"Merrimack County, New Hampshire",146807,*****
0500000US33015,33015,"Rockingham County, New Hampshire",297728,*****
0500000US33017,33017,"Strafford County, New Hampshire",124319,*****
0500000US33019,33019,"Sullivan County, New Hampshire",43183,*****
0500000US34001,34001,"Atlantic County, New Jersey",275339,*****
0500000US34003,34003,"Bergen County, New Jersey",919049,*****
0500000US34005,34005,"Burlington County, New Jersey",451071,*****
0500000US34007,34007,"Camden County, New Jersey",513404,*****
0500000US34009,34009,"Cape May County, New Jersey",96305,*****
0500000US34011,34011,"Cumberland County, New Jersey",157658,*****
0500000US34013,34013,"Essex County, New Jersey",787615,*****
0500000US34015,34015,"Gloucester County, New Jersey",289837,*****
0500000US34017,34017,"Hudson County, New Jersey",652921,*****
0500000US34019,34019,"Hunterdon County, New Jersey",126505,*****
0500000US34021,34021,"Mercer County, New Jersey",369019,*****
0500000US34023,34023,"Middlesex County, New Jersey",822933,*****
